id,area,population,unemployee,crime
02423,青森県 大間町,6212,336,41
02424,青森県 東通村,8042,454,34
02425,青森県 風間浦村,2603,127,13
02426,青森県 佐井村,2843,189,18
02441,青森県 三戸町,12261,482,85
02442,青森県 五戸町,20138,749,116
02443,青森県 田子町,6883,198,31
02445,青森県 南部町,21552,706,144
02446,青森県 階上町,15356,704,140
02450,青森県 新郷村,3143,74,17
03201,岩手県 盛岡市,300746,10230,3830
03202,岩手県 宮古市,63588,2638,371
03203,岩手県 大船渡市,43331,1385,214
03205,岩手県 花巻市,105028,3238,841
03206,岩手県 北上市,94321,2783,972
03207,岩手県 久慈市,39141,1778,243
03208,岩手県 遠野市,31402,978,113
03209,岩手県 一関市,135722,3935,966
03210,岩手県 陸前高田市,24709,797,130
03211,岩手県 釜石市,42987,1503,241
03213,岩手県 二戸市,31477,1130,221
03214,岩手県 八幡平市,31079,971,173
03215,岩手県 奥州市,130171,3584,1139
03216,岩手県 滝沢市,53560,1811,342
03301,岩手県 雫石町,19055,510,106
03302,岩手県 葛巻町,8021,257,16
03303,岩手県 岩手町,16254,473,66
03321,岩手県 紫波町,33692,980,375
03322,岩手県 矢巾町,27085,896,322
03366,岩手県 西和賀町,7375,130,21
03381,岩手県 金ケ崎町,16396,415,121
03402,岩手県 平泉町,8819,242,61
03441,岩手県 住田町,6848,250,22
03461,岩手県 大槌町,16516,712,82
03482,岩手県 山田町,20142,907,90
03483,岩手県 岩泉町,11914,384,28
03484,岩手県 田野畑村,4241,232,11
03485,岩手県 普代村,3358,174,7
03501,岩手県 軽米町,10997,346,35
03503,岩手県 野田村,5019,222,15
03506,岩手県 九戸村,6974,183,15
03507,岩手県 洋野町,19524,1044,48
03524,岩手県 一戸町,15549,544,45
04101,宮城県 仙台市 青葉区,281218,8928,6037
04102,宮城県 仙台市 宮城野区,182678,6621,3680
04103,宮城県 仙台市 若林区,129942,4854,2063
04104,宮城県 仙台市 太白区,222447,8325,3034
04105,宮城県 仙台市 泉区,208813,6910,2822
04202,宮城県 石巻市,167324,6314,2341
04203,宮城県 塩竈市,59357,2461,705
04205,宮城県 気仙沼市,78011,3317,731
04206,宮城県 白石市,39492,1264,420
04207,宮城県 名取市,68662,2326,876
04208,宮城県 角田市,33199,904,304
04209,宮城県 多賀城市,62745,2384,1106
04211,宮城県 岩沼市,43921,1538,525
04212,宮城県 登米市,89316,2943,984
04213,宮城県 栗原市,80248,2274,742
04214,宮城県 東松島市,43235,1631,562
04215,宮城県 大崎市,138491,4454,1931
04216,宮城県 富谷市,41593,1162,535
04301,宮城県 蔵王町,13318,413,122
04302,宮城県 七ヶ宿町,1871,34,9
04321,宮城県 大河原町,23335,833,362
04322,宮城県 村田町,12740,414,112
04323,宮城県 柴田町,39809,1661,408
04324,宮城県 川崎町,10583,379,122
04341,宮城県 丸森町,16792,401,94
04361,宮城県 亘理町,35132,1331,383
04362,宮城県 山元町,17713,604,117
04401,宮城県 松島町,16193,655,165
04404,宮城県 七ヶ浜町,21068,688,189
04406,宮城県 利府町,32257,929,405
04421,宮城県 大和町,24509,968,226
04422,宮城県 大郷町,9424,292,63
04424,宮城県 大衡村,5607,123,67
04444,宮城県 色麻町,7856,155,62
04445,宮城県 加美町,27212,746,284
04501,宮城県 涌谷町,18410,705,179
04505,宮城県 美里町,26329,893,320
04581,宮城県 女川町,10723,257,50
04606,宮城県 南三陸町,18645,627,132
05201,秋田県 秋田市,333109,10897,3658
05202,秋田県 能代市,62858,2133,529
05203,秋田県 横手市,103652,2710,659
05204,秋田県 大館市,82504,2744,588
05206,秋田県 男鹿市,35637,1551,257
05207,秋田県 湯沢市,55290,1483,268
05209,秋田県 鹿角市,36753,1229,184
05210,秋田県 由利本荘市,89555,2595,771
05211,秋田県 潟上市,35814,1503,210
05212,秋田県 大仙市,93352,2612,489
05213,秋田県 北秋田市,40049,1183,137
05214,秋田県 にかほ市,28972,816,124
05215,秋田県 仙北市,31868,1057,191
05303,秋田県 小坂町,6824,195,25
05327,秋田県 上小阿仁村,3107,90,4
05346,秋田県 藤里町,4348,148,18
05348,秋田県 三種町,20438,684,71
05349,秋田県 八峰町,9012,261,47
05361,秋田県 五城目町,11678,371,56
05363,秋田県 八郎潟町,7093,298,44
05366,秋田県 井川町,5847,184,83
05368,秋田県 大潟村,3256,33,19
05434,秋田県 美郷町,23038,502,91
05463,秋田県 羽後町,18267,573,61
05464,秋田県 東成瀬村,3180,75,10
06201,山形県 山形市,256012,6868,2951
06202,山形県 米沢市,93178,2285,1029
06203,山形県 鶴岡市,142384,3622,889
06204,山形県 酒田市,117577,3294,1029
06205,山形県 新庄市,40717,1204,381
06206,山形県 寒河江市,43625,908,348
06207,山形県 上山市,36013,915,306
06208,山形県 村山市,28192,571,144
06209,山形県 長井市,30929,639,185
06210,山形県 天童市,63864,1984,764
06211,山形県 東根市,45834,1195,465
06212,山形県 尾花沢市,20695,374,124
06213,山形県 南陽市,35190,860,388
06301,山形県 山辺町,15415,384,62
06302,山形県 中山町,12523,340,61
06321,山形県 河北町,20738,504,90
06322,山形県 西川町,6917,143,16
06323,山形県 朝日町,8593,159,37
06324,山形県 大江町,9915,210,50
06341,山形県 大石田町,8824,217,42
06361,山形県 金山町,6949,215,24
06362,山形県 最上町,10761,216,64
06363,山形県 舟形町,6671,186,35
06364,山形県 真室川町,10054,362,44
06365,山形県 大蔵村,4226,79,19
06366,山形県 鮭川村,5447,110,22
06367,山形県 戸沢村,5915,154,16
06381,山形県 高畠町,26026,610,176
06382,山形県 川西町,18769,334,75
06401,山形県 小国町,9742,167,39
06402,山形県 白鷹町,16331,312,52
06403,山形県 飯豊町,8623,150,36
06426,山形県 三川町,8003,250,114
06428,山形県 庄内町,24677,655,174
06461,山形県 遊佐町,16852,443,71
07201,福島県 福島市,297357,8890,4169
07202,福島県 会津若松市,131389,4050,1950
07203,福島県 郡山市,338834,10411,5606
07204,福島県 いわき市,354492,13291,4586
07205,福島県 白河市,65707,1946,745
07207,福島県 須賀川市,80364,2619,866
07208,福島県 喜多方市,56396,1554,428
07209,福島県 相馬市,38630,1325,475
07210,福島県 二本松市,63178,1747,448
07211,福島県 田村市,43253,1336,241
07212,福島県 南相馬市,72837,2498,723
07213,福島県 伊達市,69289,2066,505
07214,福島県 本宮市,31367,855,279
07301,福島県 桑折町,13411,430,112
07303,福島県 国見町,10692,367,65
07308,福島県 川俣町,17034,536,102
07322,福島県 大玉村,8464,209,61
07342,福島県 鏡石町,12746,379,144
07344,福島県 天栄村,6486,166,50
07362,福島県 下郷町,7053,179,30
07364,福島県 檜枝岐村,706,4,3
07367,福島県 只見町,5284,84,23
07368,福島県 南会津町,19870,442,163
07402,福島県 北塩原村,3475,99,35
07405,福島県 西会津町,8237,178,42
07407,福島県 磐梯町,3951,103,28
07408,福島県 猪苗代町,17009,413,186
07421,福島県 会津坂下町,18274,549,122
07422,福島県 湯川村,3570,79,20
07423,福島県 柳津町,4260,114,22
07444,福島県 三島町,2250,45,6
07445,福島県 金山町,2834,57,6
07446,福島県 昭和村,1632,24,7
07447,福島県 会津美里町,24741,814,131
07461,福島県 西郷村,19494,474,241
07464,福島県 泉崎村,6761,196,82
07465,福島県 中島村,5174,193,30
07466,福島県 矢吹町,18735,618,172
07481,福島県 棚倉町,15795,385,127
07482,福島県 矢祭町,6740,140,48
07483,福島県 塙町,10619,218,71
07484,福島県 鮫川村,4322,105,19
07501,福島県 石川町,18921,622,128
07502,福島県 玉川村,7602,213,64
07503,福島県 平田村,7538,147,14
07504,福島県 浅川町,7272,195,35
07505,福島県 古殿町,6511,141,18
07521,福島県 三春町,19194,577,108
07522,福島県 小野町,12105,281,67
07541,福島県 広野町,5533,165,25
07542,福島県 楢葉町,8188,258,55
07543,福島県 富岡町,15910,454,118
07544,福島県 川内村,3125,83,14
07545,福島県 大熊町,10992,267,99
07546,福島県 双葉町,7170,192,39
07547,福島県 浪江町,21615,739,167
07548,福島県 葛尾村,1625,21,8
07561,福島県 新地町,8584,286,51
07564,福島県 飯舘村,6722,161,46
08201,茨城県 水戸市,262603,7833,5364
08202,茨城県 日立市,199218,6906,2743
08203,茨城県 土浦市,144060,4143,3804
08204,茨城県 古河市,145265,4830,2601
08205,茨城県 石岡市,81887,2614,1579
08207,茨城県 結城市,52460,1724,865
08208,茨城県 龍ケ崎市,78950,2325,1653
08210,茨城県 下妻市,46435,1211,818
08211,茨城県 常総市,66536,1898,1206
08212,茨城県 常陸太田市,59802,1690,624
08214,茨城県 高萩市,32932,1177,430
08215,茨城県 北茨城市,49645,1864,523
08216,茨城県 笠間市,81497,2609,1352
08217,茨城県 取手市,111327,3694,2354
08219,茨城県 牛久市,77223,2255,1538
08220,茨城県 つくば市,200528,3805,4334
08221,茨城県 ひたちなか市,153639,4664,2216
08222,茨城県 鹿嶋市,64435,2349,1070
08223,茨城県 潮来市,31524,1235,546
08224,茨城県 守谷市,53700,1448,1279
08225,茨城県 常陸大宮市,47808,1256,508
08226,茨城県 那珂市,54705,1526,841
08227,茨城県 筑西市,112581,3436,1717
08228,茨城県 坂東市,57516,1696,761
08229,茨城県 稲敷市,49689,1764,924
08230,茨城県 かすみがうら市,44603,1427,800
08231,茨城県 桜川市,48400,1459,729
08232,茨城県 神栖市,91867,3730,2253
08233,茨城県 行方市,40035,1034,422
08234,茨城県 鉾田市,51054,1694,794
08235,茨城県 つくばみらい市,40174,1137,645
08236,茨城県 小美玉市,53265,1825,932
08302,茨城県 茨城町,35008,1107,498
08309,茨城県 大洗町,19205,709,374
08310,茨城県 城里町,22993,683,209
08341,茨城県 東海村,35450,967,600
08364,茨城県 大子町,22103,472,137
08442,茨城県 美浦村,18118,534,189
08443,茨城県 阿見町,47994,1691,662
08447,茨城県 河内町,10959,336,168
08521,茨城県 八千代町,23609,592,253
08542,茨城県 五霞町,9873,345,116
08546,茨城県 境町,26468,721,446
08564,茨城県 利根町,18024,590,190
09201,栃木県 宇都宮市,502396,14415,10194
09202,栃木県 足利市,159756,4794,2510
09203,栃木県 栃木市,168763,5273,2496
09204,栃木県 佐野市,123926,3696,2034
09205,栃木県 鹿沼市,104148,3078,1357
09206,栃木県 日光市,94291,2831,1036
09208,栃木県 小山市,160150,4847,3979
09209,栃木県 真岡市,83002,2564,1337
09210,栃木県 大田原市,79023,1977,1077
09211,栃木県 矢板市,35685,1058,536
09213,栃木県 那須塩原市,115032,3313,1919
09214,栃木県 さくら市,41383,1160,637
09215,栃木県 那須烏山市,31152,908,298
09216,栃木県 下野市,59132,1484,760
09301,栃木県 上三川町,31592,750,460
09342,栃木県 益子町,25080,604,216
09343,栃木県 茂木町,16403,389,123
09344,栃木県 市貝町,12401,282,112
09345,栃木県 芳賀町,16367,401,179
09361,栃木県 壬生町,40107,1155,564
09364,栃木県 野木町,25907,803,384
09384,栃木県 塩谷町,13462,381,97
09386,栃木県 高根沢町,30915,706,447
09407,栃木県 那須町,26693,690,392
09411,栃木県 那珂川町,19865,455,181
10201,群馬県 前橋市,340904,9702,6374
10202,群馬県 高崎市,364919,10975,6581
10203,群馬県 桐生市,128037,4240,1607
10204,群馬県 伊勢崎市,202447,6632,4841
10205,群馬県 太田市,213299,6524,4860
10206,群馬県 沼田市,53177,1439,560
10207,群馬県 館林市,79454,2557,1720
10208,群馬県 渋川市,87469,2865,1275
10209,群馬県 藤岡市,69288,2294,1196
10210,群馬県 富岡市,53765,1425,593
10211,群馬県 安中市,63179,1743,697
10212,群馬県 みどり市,52115,1728,804
10344,群馬県 榛東村,14158,415,133
10345,群馬県 吉岡町,18060,522,297
10366,群馬県 上野村,1535,28,18
10367,群馬県 神流町,2757,44,16
10382,群馬県 下仁田町,10144,258,67
10383,群馬県 南牧村,2929,46,11
10384,群馬県 甘楽町,14313,339,104
10421,群馬県 中之条町,19398,391,156
10424,群馬県 長野原町,6563,122,77
10425,群馬県 嬬恋村,10858,130,98
10426,群馬県 草津町,7602,171,139
10428,群馬県 高山村,4351,122,34
10429,群馬県 東吾妻町,16847,349,139
10443,群馬県 片品村,5478,102,68
10444,群馬県 川場村,4179,76,25
10448,群馬県 昭和村,7783,153,59
10449,群馬県 みなかみ町,23310,575,242
10464,群馬県 玉村町,38168,1021,653
10521,群馬県 板倉町,15865,437,226
10522,群馬県 明和町,11326,263,116
10523,群馬県 千代田町,11620,384,157
10524,群馬県 大泉町,41466,1861,953
10525,群馬県 邑楽町,27372,976,461
11101,埼玉県 さいたま市 西区,82342,2728,1649
11102,埼玉県 さいたま市 北区,132109,3907,3096
11103,埼玉県 さいたま市 大宮区,106477,2826,4351
11104,埼玉県 さいたま市 見沼区,152611,4312,3419
11105,埼玉県 さいたま市 中央区,90381,2398,2541
11106,埼玉県 さいたま市 桜区,92889,2711,2084
11107,埼玉県 さいたま市 浦和区,139837,3160,3093
11108,埼玉県 さいたま市 南区,166674,4325,4104
11109,埼玉県 さいたま市 緑区,104018,2719,2132
11110,埼玉県 さいたま市 岩槻区,108976,3512,3018
11201,埼玉県 川越市,333795,9463,7827
11202,埼玉県 熊谷市,204675,6064,5256
11203,埼玉県 川口市,538434,17754,14413
11206,埼玉県 行田市,88815,2724,1709
11207,埼玉県 秩父市,70563,2122,800
11208,埼玉県 所沢市,336100,9136,6134
11209,埼玉県 飯能市,84860,2453,1289
11210,埼玉県 加須市,115497,3553,1952
11211,埼玉県 本庄市,81957,2457,2064
11212,埼玉県 東松山市,91302,2533,1926
11214,埼玉県 春日部市,238506,7712,5439
11215,埼玉県 狭山市,158074,4872,3032
11216,埼玉県 羽生市,56693,1699,1124
11217,埼玉県 鴻巣市,119594,3448,2336
11218,埼玉県 深谷市,146461,4298,2962
11219,埼玉県 上尾市,220232,6468,4932
11221,埼玉県 草加市,236316,7134,5910
11222,埼玉県 越谷市,315792,8919,8008
11223,埼玉県 蕨市,70010,2473,2576
11224,埼玉県 戸田市,116696,3207,4312
11225,埼玉県 入間市,148576,5178,2641
11227,埼玉県 朝霞市,124393,3324,2237
11228,埼玉県 志木市,67448,1894,1100
11229,埼玉県 和光市,76688,1743,1085
11230,埼玉県 新座市,153305,4430,2900
11231,埼玉県 桶川市,73677,2184,1386
11232,埼玉県 久喜市,154684,4732,3047
11233,埼玉県 北本市,70126,2833,1339
11234,埼玉県 八潮市,75507,3017,1979
11235,埼玉県 富士見市,104748,3181,2215
11237,埼玉県 三郷市,128278,3951,3371
11238,埼玉県 蓮田市,63474,1845,1218
11239,埼玉県 坂戸市,98964,3665,2360
11240,埼玉県 幸手市,54006,2190,828
11241,埼玉県 鶴ヶ島市,69783,2263,1553
11242,埼玉県 日高市,53619,1671,752
11243,埼玉県 吉川市,60284,1579,1357
11245,埼玉県 ふじみ野市,101960,3848,2451
11246,埼玉県 白岡市,48389,1247,711
11301,埼玉県 伊奈町,36535,1013,749
11324,埼玉県 三芳町,37050,1113,766
11326,埼玉県 毛呂山町,39122,1385,854
11327,埼玉県 越生町,13356,380,229
11341,埼玉県 滑川町,15434,435,389
11342,埼玉県 嵐山町,19479,478,428
11343,埼玉県 小川町,35401,1154,442
11346,埼玉県 川島町,22906,618,328
11347,埼玉県 吉見町,22217,640,277
11348,埼玉県 鳩山町,15985,504,160
11349,埼玉県 ときがわ町,13271,386,173
11361,埼玉県 横瀬町,9684,245,89
11362,埼玉県 皆野町,11518,349,159
11363,埼玉県 長瀞町,8352,258,93
11365,埼玉県 小鹿野町,14479,410,88
11369,埼玉県 東秩父村,3795,76,36
11381,埼玉県 美里町,11963,380,192
11383,埼玉県 神川町,15062,433,281
11385,埼玉県 上里町,30855,905,589
11408,埼玉県 寄居町,37061,1163,701
11442,埼玉県 宮代町,34620,1038,561
11464,埼玉県 杉戸町,46646,1507,682
11465,埼玉県 松伏町,30857,902,495
12101,千葉県 千葉市 中央区,184637,5987,7391
12102,千葉県 千葉市 花見川区,181708,4867,3768
12103,千葉県 千葉市 稲毛区,149685,3982,3946
12104,千葉県 千葉市 若葉区,149898,4763,3410
12105,千葉県 千葉市 緑区,112850,2735,2088
12106,千葉県 千葉市 美浜区,145541,4265,3356
12202,千葉県 銚子市,75020,2781,970
12203,千葉県 市川市,466608,12388,10935
12204,千葉県 船橋市,569835,17407,12571
12205,千葉県 館山市,50527,1278,691
12206,千葉県 木更津市,122234,4487,2780
12207,千葉県 松戸市,472579,13062,10693
12208,千葉県 野田市,151240,4485,3071
12210,千葉県 茂原市,93260,3188,1891
12211,千葉県 成田市,121139,3041,3248
12212,千葉県 佐倉市,171246,5009,2813
12213,千葉県 東金市,61701,2304,1787
12215,千葉県 旭市,70643,2317,1168
12216,千葉県 習志野市,158785,4608,4274
12217,千葉県 柏市,380963,9846,8461
12218,千葉県 勝浦市,22198,634,319
12219,千葉県 市原市,280255,8117,6039
12220,千葉県 流山市,152641,4400,3305
12221,千葉県 八千代市,180729,5078,3902
12222,千葉県 我孫子市,131205,3520,2255
12223,千葉県 鴨川市,36475,816,670
12224,千葉県 鎌ケ谷市,102812,3051,1836
12225,千葉県 君津市,90977,2824,1608
12226,千葉県 富津市,50162,1461,742
12227,千葉県 浦安市,155290,3192,4164
12228,千葉県 四街道市,84770,2555,2001
12229,千葉県 袖ケ浦市,59108,1808,1301
12230,千葉県 八街市,75735,2725,1465
12231,千葉県 印西市,81102,1814,1602
12232,千葉県 白井市,53005,1579,1088
12233,千葉県 富里市,51370,1666,949
12234,千葉県 南房総市,44763,971,416
12235,千葉県 匝瑳市,42086,1312,774
12236,千葉県 香取市,87332,2754,1347
12237,千葉県 山武市,59024,1961,900
12238,千葉県 いすみ市,42305,1283,616
12239,千葉県 大網白里市,49548,1588,895
12322,千葉県 酒々井町,21385,781,530
12329,千葉県 栄町,24377,837,280
12342,千葉県 神崎町,6705,206,103
12347,千葉県 多古町,16950,410,135
12349,千葉県 東庄町,16166,418,169
12403,千葉県 九十九里町,19009,637,391
12409,千葉県 芝山町,8389,231,104
12410,千葉県 横芝光町,25981,692,389
12421,千葉県 一宮町,11656,402,269
12422,千葉県 睦沢町,7838,240,58
12423,千葉県 長生村,14543,475,186
12424,千葉県 白子町,12850,572,177
12426,千葉県 長柄町,8564,300,133
12427,千葉県 長南町,9824,301,101
12441,千葉県 大多喜町,11514,340,159
12443,千葉県 御宿町,7942,208,112
12463,千葉県 鋸南町,9778,223,120
13101,東京都 千代田区,41778,631,5442
13102,東京都 中央区,98399,1891,4477
13103,東京都 港区,185861,3059,8930
13104,東京都 新宿区,305716,9953,11373
13105,東京都 文京区,189632,4451,2985
13106,東京都 台東区,165186,5653,6798
13107,東京都 墨田区,231173,8404,5020
13108,東京都 江東区,420845,14514,7322
13109,東京都 品川区,346357,9068,4983
13110,東京都 目黒区,264064,5510,3873
13111,東京都 大田区,665674,16623,9480
13112,東京都 世田谷区,841165,17103,14736
13113,東京都 渋谷区,203334,4737,10139
13114,東京都 中野区,310627,9610,5976
13115,東京都 杉並区,528587,12933,8688
13116,東京都 豊島区,250585,6452,9745
13117,東京都 北区,330412,14393,6370
13118,東京都 荒川区,191207,7803,3602
13119,東京都 板橋区,523083,16920,9242
13120,東京都 練馬区,692339,14703,11307
13121,東京都 足立区,624807,24083,13649
13122,東京都 葛飾区,424878,16253,7573
13123,東京都 江戸川区,653944,18709,13529
13201,東京都 八王子市,560012,14239,9202
13203,東京都 武蔵野市,137525,3257,3791
13204,東京都 三鷹市,177016,3808,2714
13206,東京都 府中市,245623,5938,3468
13207,東京都 昭島市,110143,4250,2094
13209,東京都 町田市,405534,10675,6919
13211,東京都 小平市,183796,4357,2681
13212,東京都 日野市,176538,4495,1922
13421,東京都 小笠原村,2723,41,5
14101,神奈川県 横浜市 鶴見区,264548,7957,3627
14102,神奈川県 横浜市 神奈川区,221845,6526,3614
14103,神奈川県 横浜市 西区,84944,2496,3293
14104,神奈川県 横浜市 中区,140167,6055,5018
14105,神奈川県 横浜市 南区,196822,6874,2899
14106,神奈川県 横浜市 保土ケ谷区,204266,5392,2273
14107,神奈川県 横浜市 磯子区,163525,4317,1915
14108,神奈川県 横浜市 金沢区,210658,5113,2964
14109,神奈川県 横浜市 港北区,311722,7744,5544
14110,神奈川県 横浜市 戸塚区,261616,6516,3837
14111,神奈川県 横浜市 港南区,221837,6232,3206
14112,神奈川県 横浜市 旭区,249680,6695,2337
14113,神奈川県 横浜市 緑区,169831,4357,2688
14114,神奈川県 横浜市 瀬谷区,127405,4529,1783
14115,神奈川県 横浜市 栄区,123802,3368,1376
14116,神奈川県 横浜市 泉区,152349,4243,2141
14117,神奈川県 横浜市 青葉区,295603,5585,3343
14118,神奈川県 横浜市 都筑区,179008,3465,3011
14131,神奈川県 川崎市 川崎区,203804,8288,6520
14132,神奈川県 川崎市 幸区,144487,6557,2159
14133,神奈川県 川崎市 中原区,210543,5556,3693
14134,神奈川県 川崎市 高津区,201792,5743,2949
14135,神奈川県 川崎市 多摩区,205389,5279,2567
14136,神奈川県 川崎市 宮前区,207895,5191,2168
14137,神奈川県 川崎市 麻生区,153101,3587,2053
14150,神奈川県 相模原市,701630,20170,13152
14201,神奈川県 横須賀市,426178,13140,5514
14203,神奈川県 平塚市,258958,8538,5061
14204,神奈川県 鎌倉市,171158,3933,1863
14205,神奈川県 藤沢市,396014,10757,7664
14206,神奈川県 小田原市,198741,5258,3310
14207,神奈川県 茅ヶ崎市,228420,5855,3044
14208,神奈川県 逗子市,58033,1520,646
14210,神奈川県 三浦市,49861,1430,508
14211,神奈川県 秦野市,168317,4645,2451
14212,神奈川県 厚木市,222403,6644,5168
14213,神奈川県 大和市,221220,7130,5324
14214,神奈川県 伊勢原市,100579,3180,1825
14215,神奈川県 海老名市,123764,3673,2799
14216,神奈川県 座間市,128174,3424,2133
14217,神奈川県 南足柄市,44134,1125,325
14218,神奈川県 綾瀬市,81767,2595,1254
14301,神奈川県 葉山町,31531,797,250
14321,神奈川県 寒川町,47457,1549,809
14341,神奈川県 大磯町,32590,849,367
14342,神奈川県 二宮町,30247,777,404
14361,神奈川県 中井町,10173,212,87
14362,神奈川県 大井町,17530,422,247
14363,神奈川県 松田町,12399,337,135
14364,神奈川県 山北町,12655,318,76
14366,神奈川県 開成町,15123,410,183
14382,神奈川県 箱根町,14206,327,259
14383,神奈川県 真鶴町,8714,284,56
14384,神奈川県 湯河原町,27430,859,334
14401,神奈川県 愛川町,42045,1496,591
14402,神奈川県 清川村,3507,79,28
15100,新潟県 新潟市,813847,23803,12538
15202,新潟県 長岡市,288457,6936,2824
15204,新潟県 三条市,104749,3225,1213
15205,新潟県 柏崎市,94648,2095,883
15206,新潟県 新発田市,104634,2832,1242
15208,新潟県 小千谷市,39956,806,306
15209,新潟県 加茂市,31482,869,231
15210,新潟県 十日町市,62058,1202,423
15211,新潟県 見附市,42668,1071,337
15212,新潟県 村上市,70705,1616,670
15213,新潟県 燕市,83269,2042,949
15216,新潟県 糸魚川市,49844,919,395
15217,新潟県 妙高市,37831,717,421
15218,新潟県 五泉市,56962,1576,423
15222,新潟県 上越市,208082,4688,2162
15223,新潟県 阿賀野市,47043,1267,438
15224,新潟県 佐渡市,67386,1300,534
15225,新潟県 魚沼市,43555,804,308
15226,新潟県 南魚沼市,63329,1245,529
15227,新潟県 胎内市,32813,940,334
15307,新潟県 聖籠町,13497,351,240
15342,新潟県 弥彦村,8545,192,91
15361,新潟県 田上町,13363,447,82
15385,新潟県 阿賀町,14703,341,88
15405,新潟県 出雲崎町,5338,108,55
15461,新潟県 湯沢町,8713,219,296
15482,新潟県 津南町,11719,169,62
15504,新潟県 刈羽村,4806,76,45
15581,新潟県 関川村,7019,108,34
15586,新潟県 粟島浦村,438,7,6
16201,富山県 富山市,421239,9906,5966
16202,富山県 高岡市,181229,4956,2331
16204,富山県 魚津市,46331,1103,651
16205,富山県 氷見市,54495,1384,346
16206,富山県 滑川市,34002,793,419
16207,富山県 黒部市,42694,977,404
16208,富山県 砺波市,49429,949,662
16209,富山県 小矢部市,33533,684,241
16210,富山県 南砺市,58140,1279,369
16211,富山県 射水市,94209,2374,1016
16321,富山県 舟橋村,2673,36,28
16322,富山県 上市町,23039,639,165
16323,富山県 立山町,28011,571,161
16342,富山県 入善町,28005,608,221
16343,富山県 朝日町,14700,341,139
17201,石川県 金沢市,454607,11079,6140
17202,石川県 七尾市,61871,1768,560
17203,石川県 小松市,109084,2626,1316
17204,石川県 輪島市,32823,736,118
17205,石川県 珠洲市,18050,404,56
17206,石川県 加賀市,74982,2668,999
17207,石川県 羽咋市,24517,766,180
17209,石川県 かほく市,34847,914,142
17210,石川県 白山市,109450,2457,995
17211,石川県 能美市,47207,1110,373
17212,石川県 野々市市,47977,1109,899
17324,石川県 川北町,5677,93,97
17361,石川県 津幡町,35712,818,291
17365,石川県 内灘町,26896,701,156
17384,石川県 志賀町,23790,486,96
17386,石川県 宝達志水町,15236,430,98
17407,石川県 中能登町,18959,507,106
17461,石川県 穴水町,10549,240,29
17463,石川県 能登町,21792,551,75
18201,福井県 福井市,269144,6217,3520
18202,福井県 敦賀市,68402,1844,771
18204,福井県 小浜市,32182,797,260
18205,福井県 大野市,37843,818,276
18206,福井県 勝山市,26961,538,145
18207,福井県 鯖江市,66831,1406,640
18208,福井県 あわら市,31081,779,366
18209,福井県 越前市,87742,2125,773
18210,福井県 坂井市,92318,2109,896
18322,福井県 永平寺町,20764,394,100
18382,福井県 池田町,3405,45,20
18404,福井県 南越前町,12274,269,66
18423,福井県 越前町,23995,506,115
18442,福井県 美浜町,11023,258,75
18481,福井県 高浜町,11630,254,93
18483,福井県 おおい町,9217,179,53
18501,福井県 若狭町,16780,250,155
19201,山梨県 甲府市,199749,6600,3494
19202,山梨県 富士吉田市,52572,1448,509
19204,山梨県 都留市,35017,773,300
19205,山梨県 山梨市,38686,1008,370
19206,山梨県 大月市,30879,834,154
19207,山梨県 韮崎市,33801,1093,353
19208,山梨県 南アルプス市,72055,1870,630
19209,山梨県 北杜市,48144,1074,502
19210,山梨県 甲斐市,74062,2119,911
19211,山梨県 笛吹市,71711,2038,1101
19212,山梨県 上野原市,28986,802,214
19213,山梨県 甲州市,35922,957,281
19214,山梨県 中央市,31650,887,391
19346,山梨県 市川三郷町,17939,491,124
19364,山梨県 早川町,1534,28,5
19365,山梨県 身延町,16334,405,131
19366,山梨県 南部町,10254,303,71
19368,山梨県 富士川町,17405,571,116
19384,山梨県 昭和町,16764,489,494
19422,山梨県 道志村,2051,55,19
19423,山梨県 西桂町,4850,135,18
19424,山梨県 忍野村,8490,157,24
19425,山梨県 山中湖村,5440,106,101
19429,山梨県 鳴沢村,2958,63,33
19430,山梨県 富士河口湖町,23943,696,295
19442,山梨県 小菅村,1018,33,7
19443,山梨県 丹波山村,780,17,10
20201,長野県 長野市,386572,9372,4958
20202,長野県 松本市,242541,6919,4091
20203,長野県 上田市,163651,4718,2121
20204,長野県 岡谷市,54699,1379,673
20205,長野県 飯田市,108624,2123,1262
20206,長野県 諏訪市,53240,1656,792
20207,長野県 須坂市,53668,1336,506
20208,長野県 小諸市,45499,1777,408
20209,長野県 伊那市,71788,2095,826
20210,長野県 駒ヶ根市,34417,586,371
20211,長野県 中野市,46788,1097,617
20212,長野県 大町市,32145,923,412
20213,長野県 飯山市,24960,489,247
20214,長野県 茅野市,57099,1231,738
20215,長野県 塩尻市,68346,1615,956
20217,長野県 佐久市,100462,2864,1305
20218,長野県 千曲市,64022,2001,687
20219,長野県 東御市,31271,1127,313
20220,長野県 安曇野市,96266,2148,1227
20303,長野県 小海町,5663,116,45
20304,長野県 川上村,4759,45,23
20305,長野県 南牧村,3494,40,29
20306,長野県 南相木村,1151,13,8
20307,長野県 北相木村,942,7,3
20309,長野県 佐久穂町,12980,399,79
20321,長野県 軽井沢町,17144,412,303
20323,長野県 御代田町,14124,428,164
20324,長野県 立科町,8237,163,82
20349,長野県 青木村,4774,98,31
